brands,brands_tags,carbohydrates_100g,cholesterol_100g,code,creator,demo_cat,energy_100g,fat_100g,fiber_100g,hos,image_url,product_name,proteins_100g,serving_size,sodium_100g,sugars_100g
Barbara's Bakery  Inc.,barbara-s-bakery-inc,63.33,0.0,N70617001561,usda-ndb-import,cookies chocolate chip,1674.0,13.33,0.0,0,,"Barbara's Bakery  Inc. Barbara's, Snackimals, Cookies, Chocolate Chip",3.33,30 g (10 COOKIES),0.267,26.67
Green Way,green-way,10.48,0.0,N70625528401,usda-ndb-import,marinara pasta sauce,272.0,2.02,2.4,0,,Green Way Marinara Pasta Sauce,2.42,124 g (0.5 cup),0.435,5.65
2nd St. Creamery,2nd-st-creamery,36.54,0.062,N70640006953,usda-ndb-import,chocolate chip cookie,1205.0,15.38,0.0,0,,2nd St. Creamery Cookie Dough Flavored Ice Cream With Cookie Dough Swirls And Chunks Of Chocolate And Chocolate Chip Cookie Dough,3.85,104 g (0.5 cup),0.08199999999999999,28.85
"Blue Bunny,  Wells Enterprises  Inc.","blue-bunny,wells-enterprises-inc",41.1,0.021,N70640007929,usda-ndb-import,ice cream sandwiches,975.0,6.85,1.4,0,,"Blue Bunny Birthday Party, Reduced Fat Ice Cream Sandwiches",4.11,73 g (73 g),0.13,21.92
Wells Enterprises  Inc.,wells-enterprises-inc,32.31,0.015,N70640010233,usda-ndb-import,chocolate chip cookie,774.0,5.38,0.0,0,,"Wells Enterprises  Inc. Blue Ribbon Classics, Chocolate Chip Cookie Dough Light Ice Cream",3.08,65 g (0.5 cup),0.069,24.62
"Blue Bunny,  Wells Enterprises  Inc.","blue-bunny,wells-enterprises-inc",39.13,0.022000000000000002,N70640010585,usda-ndb-import,ice cream bars,1456.0,19.57,0.0,0,,"Blue Bunny Ice Cream Bars, English Toffee",4.35,46 g (46 g),0.13,34.78
"Blue Bunny,  Wells Enterprises  Inc.","blue-bunny,wells-enterprises-inc",28.21,0.013000000000000001,N70640011971,usda-ndb-import,ice cream bars,1180.0,17.95,2.6,0,,"Blue Bunny Sweet Freedom, Ice Cream Bars, Vanilla",5.13,39 g (39 g),0.077,5.13
"Blue Bunny,  Wells Enterprises  Inc.","blue-bunny,wells-enterprises-inc",26.76,0.035,N70640034086,usda-ndb-import,peanut butter cups,1180.0,16.9,1.4,0,,"Blue Bunny Peanut Butter Panic, Ice Cream, Powerful Peanut Butter Ice Cream Charged With Peanut Butter And Fudge Sauces And Overloaded With Peanut Butter Cups",5.63,71 g (0.5 cup),0.141,22.54
"Nissin,  Nissin Foods (Usa) Co.  Inc.","nissin,nissin-foods-usa-co-inc",57.38,0.0,N70662007013,usda-ndb-import,ramen noodle soup,1920.0,21.31,4.9,0,,"Nissin Souper Meal, Ramen Noodle Soup, Beef",11.48,61 g (61 g),2.213,3.28
"Nissin,  Nissin Foods Co","nissin,nissin-foods-co",60.66,0.0,N70662007020,usda-ndb-import,ramen noodle soup,1920.0,21.31,3.3,0,,"Nissin Souper Meal, Ramen Noodle Soup, Chicken",9.84,61 g (61 g),2.115,4.92
"Nissin,  Nissin Foods (Usa) Co.  Inc.","nissin,nissin-foods-usa-co-inc",59.02,0.008,N70662007044,usda-ndb-import,ramen noodle soup,1987.0,21.31,6.6,0,,"Nissin Souper Meal, Ramen Noodle Soup With Shrimp, Tomato & Galic",9.84,61 g (61 g),1.8359999999999999,4.92
"Nissin,  Nissin Foods (Usa) Co.  Inc.","nissin,nissin-foods-usa-co-inc",61.9,0.0,N70662010037,usda-ndb-import,ramen noodle soup,1891.0,16.67,4.8,0,,"Nissin Top Ramen, Ramen Noodle Soup, Chicken",11.9,42 g (1.5 oz),2.167,2.38
"Nissin,  Nissin Foods (Usa) Co.  Inc.","nissin,nissin-foods-usa-co-inc",62.5,0.0,N70662030233,usda-ndb-import,ramen noodle soup,1962.0,18.75,3.1,0,,"Nissin Cup Noodles, Ramen Noodle Soup, Hearty Chicken",9.38,64 g (64 g),1.609,1.56
"Nissin,  Nissin Foods (Usa) Co.  Inc.","nissin,nissin-foods-usa-co-inc",62.5,0.0,N70662030417,usda-ndb-import,ramen noodle soup,1987.0,20.0,2.5,0,,"Nissin Cup Noodles, Homestyle Ramen Noodle Soup, Beef",7.5,40 g (40 g),1.9,2.5
"Nissin,  Nissin Foods (Usa) Co.  Inc.","nissin,nissin-foods-usa-co-inc",62.5,0.0,N70662030462,usda-ndb-import,ramen noodle soup,1987.0,20.0,2.5,0,,"Nissin Cup Noodles, Homestyle Ramen Noodle Soup, Roast Chicken",7.5,40 g (40 g),2.025,2.5
Nissin,nissin,62.5,0.0,N70662035030,usda-ndb-import,ramen noodle soup,1833.0,17.19,3.1,0,,"Nissin Cup Noodles, Ramen Noodle Soup, Chicken",10.94,64 g (1 cup),2.234,3.12
"Fisher,  John B. Sanfilippo & Son  Inc.","fisher,john-b-sanfilippo-son-inc",26.67,0.0,N70690272964,usda-ndb-import,honey roasted peanuts,2648.0,50.0,6.7,0,,Fisher Honey Roasted Peanuts,20.0,30 g (0.25 cup),0.4,16.67
Smithfield,smithfield,5.36,0.027000000000000003,N70800500246,usda-ndb-import,roasted turkey breast,448.0,1.79,0.0,0,,Smithfield Roasted Turkey Breast,14.29,56 g (2 ONZ),0.946,1.79
The Long Company,the-long-company,58.14,0.0,N70821300122,usda-ndb-import,hot dog buns,1167.0,2.33,2.3,0,,"The Long Company Aunt Hattie's, Hot Dog Buns",9.3,43 g (1 BUN),0.581,9.3
Mike-Sell's,mike-sell-s,53.57,0.0,N71104501267,usda-ndb-import,potato chips original,2243.0,32.14,3.6,0,,"Mike-Sell's Groovy Potato Chips, Original",7.14,28 g (1 oz),0.607,0.0
Hormel Foods Corporation,hormel-foods-corporation,11.34,0.016,N71106028830,usda-ndb-import,chili with beans,561.0,6.88,2.4,0,,"Hormel Foods Corporation Stagg, Country Brand, Chili With Beans",6.48,247 g (1 cup),0.413,2.02
Aunt Millie's,aunt-millie-s,47.89,0.0,N71314060141,usda-ndb-import,hot dog buns,1180.0,5.63,2.8,0,,Aunt Millie's Pretzel Hot Dog Buns,8.45,71 g (1 BUN),0.493,5.63
Maplehurst Bakeries  Llc,maplehurst-bakeries-llc,48.39,0.0,N71494000234,usda-ndb-import,whole grain bread,1079.0,4.84,6.4,0,,"Maplehurst Bakeries  Llc Rubschlager, Cocktail Sourdough Bread, Whole Grain Bread",6.45,31 g (3 SLICES),0.5479999999999999,0.0
Empire Kosher Poultry  Inc.,empire-kosher-poultry-inc,0.0,0.035,N71627059603,usda-ndb-import,smoked turkey breast,331.0,0.0,0.0,0,,"Empire Kosher Poultry  Inc. Empire Kosher, Smoked Turkey Breast Slices",15.79,57 g (57 g),0.86,0.0
"Marie's,  Ventura Foods  Llc.","marie-s,ventura-foods-llc",10.71,0.036000000000000004,N71840041393,usda-ndb-import,thousand island dressing,2243.0,53.57,0.0,0,,Marie's Thousand Island Dressing + Dip,0.0,28 g (2 Tbsp),0.7140000000000001,10.71
The Feed Store,the-feed-store,72.5,0.0,N71982000043,usda-ndb-import,pancake waffle mix,1464.0,0.0,2.5,0,,The Feed Store Western Style Pancake & Waffle Mix,10.0,40 g (0.25 CUP MAKES 2-3 PANCAKES),1.325,5.0
Harris Teeter,harris-teeter,70.0,0.006999999999999999,N72036323606,usda-ndb-import,macaroni cheese dinner,1435.0,2.86,2.9,0,,Harris Teeter Macaroni & Cheese Dinner,11.43,70 g (2.5 oz),0.7290000000000001,11.43
Harris Teeter,harris-teeter,44.12,0.015,N72036440570,usda-ndb-import,ice cream sandwiches,983.0,4.41,0.0,0,,"Harris Teeter Ice Cream Sandwiches, Low Fat",5.88,68 g (68 g),0.265,22.06
Harris Teeter,harris-teeter,9.52,0.0,N72036704160,usda-ndb-import,marinara pasta sauce,331.0,3.97,1.6,0,,"Harris Teeter Organics, Marinara Pasta Sauce",1.59,126 g (0.5 cup),0.563,6.35
Fresh Foods Market,fresh-foods-market,8.57,0.022000000000000002,N72036951564,usda-ndb-import,chili with beans,460.0,6.12,2.4,0,,Fresh Foods Market Chili With Beans,6.94,245 g (1 cup),0.192,2.45
Harris Teeter,harris-teeter,13.85,0.0,N72036976727,usda-ndb-import,refried black beans,259.0,0.0,5.4,0,,"Harris Teeter Organics, Refried Black Beans With Roasted Red Jalapeno",4.62,130 g (0.5 cup),0.185,0.77
United States Bakery,united-states-bakery,48.84,0.0,N72220100693,usda-ndb-import,hot dog buns,1071.0,3.49,2.3,0,,United States Bakery Hot Dog Buns,9.3,43 g (1 BUN/PAN),0.465,6.98
Wonder,wonder,55.81,0.0,N72250011457,usda-ndb-import,hot dog buns,1167.0,3.49,2.3,0,,Wonder 8 Classic Hot Dog Buns,9.3,43 g (1.5 oz),0.512,9.3
"Mrs. Freshley's,  Flowers Foods  Inc.","mrs-freshley-s,flowers-foods-inc",66.67,0.0,N72250914383,usda-ndb-import,cookies chocolate chip,1904.0,18.18,3.0,0,,"Mrs. Freshley's Cookies, Chocolate Chip Cremes",3.03,33 g (1 COOKIE),0.348,33.33
Stauffer's,stauffer-s,66.67,0.0,N72320111766,usda-ndb-import,baked snack crackers,1954.0,16.67,3.3,0,,"Stauffer's Whales, Baked Snack Crackers",10.0,30 g (1.1 oz),0.667,3.33
"Torn & Glasser,  Torn & Glasser Inc","torn-glasser,torn-glasser-inc",17.86,0.0,N72488986909,usda-ndb-import,roasted salted almonds,2540.0,53.57,10.7,0,,Torn & Glasser Roasted & Salted Almonds,21.43,28 g (0.25 cup),0.33899999999999997,3.57
Herr Foods Inc.,herr-foods-inc,56.52,0.0,N72600079427,usda-ndb-import,cooked potato chips,2092.0,28.26,2.2,0,,"Herr Foods Inc. Flavor Mill, Kettle Cooked Potato Chips",6.52,46 g (1 BAG),0.63,0.0
Times Mirror Magazines,times-mirror-magazines,45.83,0.0,N72659624081,usda-ndb-import,whole grain bread,1134.0,4.17,12.5,0,,"Times Mirror Magazines Bread City, Round Italian Whole Grain Bread",,24 g (1 ONZ),0.41700000000000004,8.33
Vitarroz,vitarroz,1.82,0.036000000000000004,N72670032711,usda-ndb-import,sardines in tomato,987.0,12.73,0.0,0,,"Vitarroz Sardines, In Tomato Sauce",21.82,55 g (0.25 cup),0.636,0.0
R.A.B. Food Group  Llc,r-a-b-food-group-llc,8.33,0.028999999999999998,N72700101417,usda-ndb-import,chicken noodle soup,314.0,0.83,0.4,0,,R.A.B. Food Group  Llc Chicken Noodle Soup,8.33,240 ml (1 cup),0.2,0.83
Prairie Farms Dairy  Inc.,prairie-farms-dairy-inc,17.39,0.054000000000000006,N72730620896,usda-ndb-import,ice cream bars,820.0,13.04,6.5,0,,Prairie Farms Dairy  Inc. Ice Cream Bars,4.35,46 g (1 BAR),0.098,10.87
Ligo,ligo,5.36,0.027000000000000003,N72810293583,usda-ndb-import,sardines in tomato,448.0,4.46,0.0,0,,Ligo Sardines In Tomato Sauce,10.71,56 g (2 oz),1.089,3.57
Key Food,key-food,25.53,0.032,N73296039528,usda-ndb-import,ice cream bars,1247.0,21.28,0.0,0,,"Key Food Ice Cream Bars, Vanilla, Dark Chocolate",4.26,47 g (47 g),0.064,21.28
Key Food,key-food,70.83,0.0,N73296077278,usda-ndb-import,pancake waffle mix,1393.0,1.04,2.1,0,,Key Food Pancake & Waffle Mix,10.42,48 g (0.333 cup),1.354,14.58
Key Food,key-food,25.0,0.0,N73296159349,usda-ndb-import,dry roasted peanuts,2389.0,46.43,7.1,0,,Key Food Salted Dry Roasted Peanuts,21.43,28 g (1 oz),1.0,7.14
Key Food,key-food,21.88,0.0,N73296166545,usda-ndb-import,crunchy peanut butter,2485.0,50.0,6.2,0,,Key Food Crunchy Peanut Butter,21.88,32 g (2 Tbsp),0.375,9.38
Key Food,key-food,44.9,0.02,N73296302738,usda-ndb-import,macaroni cheese dinner,1322.0,10.2,2.0,0,,Key Food Deluxe Macaroni & Cheese Dinner,12.24,98 g (3.5 oz),0.8059999999999999,3.06
"Kings,  Kings Super Markets Inc","kings,kings-super-markets-inc",75.0,0.0,N73866105141,usda-ndb-import,peanut butter cup,1795.0,21.43,3.6,0,,"Kings Chocolate Peanut Butter Cup Popcorn, Milk Chocolate, Peanut Butter, & Caramel",3.57,28 g (1 ONZ),0.28600000000000003,57.14
Stater Bros. Markets Inc.,stater-bros-markets-inc,17.86,0.0,N74175301514,usda-ndb-import,roasted salted almonds,2540.0,53.57,10.7,0,,"Stater Bros. Markets Inc. Stater Bros, Roasted Salted Almonds",21.43,28 g (0.25 CUP | ABOUT),0.39299999999999996,3.57
Stater Bros,stater-bros,5.88,0.059000000000000004,N74175504212,usda-ndb-import,italian style meatballs,1134.0,18.82,1.2,0,,"Stater Bros Italian Style, Meatballs",15.29,85 g (3 MEATBALLS),0.635,1.18
Stater Bros. Markets Inc.,stater-bros-markets-inc,65.79,0.013000000000000001,N74175597559,usda-ndb-import,frosted sugar cookies,1653.0,13.16,0.0,0,,"Stater Bros. Markets Inc. Cleo & Leo, Frosted Sugar Cookies",2.63,38 g (1 COOKIES),0.21100000000000002,42.11
San Marcos,san-marcos,14.06,0.0,N74234815013,usda-ndb-import,refried black beans,393.0,2.34,5.5,0,,"San Marcos Emsanmar, Refried Black Beans",5.47,128 g (0.5 cup),0.35200000000000004,0.0
Maple Grove Farms Of Vermont,maple-grove-farms-of-vermont,33.33,0.0,N74683008318,usda-ndb-import,pancake waffle mix,1393.0,10.42,12.5,0,,Maple Grove Farms Of Vermont Pancake & Waffle Mix,45.83,24 g (0.25 cup),0.667,0.0
Delgrosso,delgrosso,5.88,0.076,N74908350024,usda-ndb-import,italian style meatballs,937.0,15.29,0.0,0,,Delgrosso Grandma Murf's Italian Style Meatballs,15.29,85 g (3 MEATBALLS),0.753,0.0
Delgrosso Foods Inc.,delgrosso-foods-inc,6.67,0.0,N74908360269,usda-ndb-import,marinara pasta sauce,243.0,3.33,1.7,0,,"Delgrosso Foods Inc. La Famiglia Delgrosso, Sunday Marinara Pasta Sauce",0.83,120 g (0.5 cup),0.35,4.17
Conchita,conchita,0.0,0.036000000000000004,N75370006549,usda-ndb-import,sardines in tomato,761.0,12.73,0.0,0,,Conchita Sardines In Tomato,16.36,55 g (0.25 cup),0.455,0.0
Hy-Vee Select,hy-vee-select,0.0,0.045,N75450128758,usda-ndb-import,albacore tuna in,448.0,0.0,0.0,0,,Hy-Vee Select Solid White Albacore Tuna In Water,25.0,56 g (0.25 cup),0.188,0.0
Hy-Vee,hy-vee,33.33,0.011000000000000001,N75450163292,usda-ndb-import,high protein bar,1766.0,15.56,2.2,0,,Hy-Vee High Protein Bar,40.0,45 g (1 BAR),0.244,15.56
"Hy-Vee,  Hy-Vee  Inc.","hy-vee,hy-vee-inc",6.45,0.081,N75450169225,usda-ndb-import,cream cheese spread,1079.0,25.81,0.0,0,,"Hy-Vee Cream Cheese Spread, Garlic & Roasted Red Pepper",3.23,31 g (2 Tbsp),0.484,6.45
Churn,churn,30.3,0.03,N75450175011,usda-ndb-import,premium ice cream,1079.0,12.12,1.5,0,,Churn Premium Ice Cream,4.55,66 g (0.5 cup),0.106,21.21
Hy-Vee,hy-vee,7.06,0.059000000000000004,N75450230611,usda-ndb-import,italian style meatballs,1033.0,18.82,1.2,0,,Hy-Vee Italian Style Meatballs,15.29,85 g (6 MEATBALLS),0.588,1.18
"Sara Lee,  Sara Lee Foods","sara-lee,sara-lee-foods",3.51,0.053,N75971404744,usda-ndb-import,roasted turkey breast,368.0,0.88,0.0,0,,Sara Lee Oven Roasted Turkey Breast,19.3,57 g (2 SLICES),0.684,1.75
Paesana,paesana,3.2,0.0,N76050170345,usda-ndb-import,marinara pasta sauce,201.0,3.6,0.8,0,,Paesana Marinara Pasta Sauce,0.8,125 g (0.5 cup),0.1,2.4
Dean's,dean-s,43.94,0.03,N76197003759,usda-ndb-import,ice cream sandwiches,1142.0,9.09,1.5,0,,Dean's Ice Cream Sandwiches,4.55,66 g (66 g),0.22699999999999998,21.21
"Lance,  Snyder's-Lance  Inc.","lance,snyder-s-lance-inc",66.67,0.0,N76410901657,usda-ndb-import,cookies peanut butter,2029.0,20.2,2.0,0,,"Lance Nekot, Cookies, Peanut Butter",10.1,"49.5 g (1 PACKAGE, (6 COOKIES))",0.34299999999999997,20.2
Lance,lance,25.0,0.0,N76410902791,usda-ndb-import,honey roasted peanuts,2690.0,53.57,3.6,0,,Lance Honey Roasted Peanuts,21.43,28 g (3 TBSP | ABOUT),0.179,10.71
"Lance,  Snyder's-Lance  Inc.","lance,snyder-s-lance-inc",66.67,0.0,N76410903309,usda-ndb-import,cookies peanut butter,2029.0,21.21,3.0,0,,"Lance Nekot, Cookies, Peanut Butter",9.09,33 g (4 COOKIES),0.348,21.21
Grippo Potato Chip Co Inc,grippo-potato-chip-co-inc,56.0,0.0,N76847142364,usda-ndb-import,wavy potato chips,2176.0,32.0,4.0,0,,"Grippo Potato Chip Co Inc Grippo's, Wavy Potato Chips, Sour Cream & Onion",6.0,50 g (1 PACKAGE),0.54,2.0
Clover Valley,clover-valley,45.92,0.02,N76924568001,usda-ndb-import,macaroni cheese dinner,1322.0,10.2,2.0,0,,Clover Valley Deluxe Macaroni & Cheese Dinner,11.22,98 g (3.5 oz),0.8370000000000001,4.08
"Whole Foods Market,  Rocky Mountain Foods  Inc.","whole-foods-market,rocky-mountain-foods-inc",20.0,0.0,N76958620270,usda-ndb-import,roasted salted almonds,2372.0,50.0,13.3,0,,Whole Foods Market Dry Roasted & Salted Almonds,20.0,30 g (0.25 cup),0.28300000000000003,3.33
"Magnum,  Unilever","magnum,unilever",36.71,0.025,N77567158994,usda-ndb-import,ice cream bars,1431.0,21.52,1.3,0,,"Magnum Ice Cream Bars, Double Caramel",3.8,79 g (79 g),0.095,31.65
"Magnum,  Unilever","magnum,unilever",31.82,0.023,N77567193292,usda-ndb-import,ice cream bars,1427.0,22.73,0.0,0,,"Magnum Mini, Ice Cream Bars, Classic",2.27,44 g (44 g),0.068,29.55
"Magnum,  Unilever","magnum,unilever",36.73,0.02,N77567193421,usda-ndb-import,ice cream bars,1536.0,22.45,0.0,0,,"Magnum Mini, Ice Cream Bars, Double Caramel",2.04,49 g (49 g),0.092,32.65
"Breyers,  Unilever","breyers,unilever",34.72,0.013999999999999999,N77567275066,usda-ndb-import,peanut butter cup,929.0,8.33,1.4,0,,"Breyers Blasts!, Peanut Butter Light Ice Cream* With Reese's Peanut Butter Cup Pieces And A Fudge Swirl",4.17,72 g (0.5 cup),0.09699999999999999,23.61
"Johnsonville,  Johnsonville Sausage  Llc.","johnsonville,johnsonville-sausage-llc",6.85,0.068,N77782030419,usda-ndb-import,italian style meatballs,1661.0,35.62,0.0,0,,Johnsonville Classic Italian Style Meatballs,12.33,73 g (73 g),0.795,1.37
Wegmans,wegmans,74.29,0.0,N77890347850,usda-ndb-import,macaroni cheese dinner,1494.0,1.43,2.9,0,,Wegmans Macaroni & Cheese Dinner,11.43,70 g (0.33 BOX) MAKES ABOUT 1 CUP PREPARED | (ABOUT),0.8290000000000001,8.57
Wegmans,wegmans,68.97,0.0,N77890347898,usda-ndb-import,macaroni cheese dinner,1661.0,6.9,1.7,0,,Wegmans Easy Macaroni & Cheese Dinner,10.34,58 g (1 PACKAGE),0.759,10.34
Wegmans,wegmans,28.15,0.022000000000000002,N77890355602,usda-ndb-import,thin crust pizza,962.0,8.15,1.5,0,,Wegmans Thin Crust Pizza,8.89,135 g (0.25 PIZZA),0.519,4.44
Wegmans,wegmans,26.24,0.021,N77890355671,usda-ndb-import,thin crust pizza,862.0,7.09,1.4,0,,Wegmans Southern Style Thin Crust Pizza,9.93,141 g (0.25 PIZZA),0.539,3.55
"Jimmy Dean,  Sara Lee Foods","jimmy-dean,sara-lee-foods",26.15,0.031,N77900650321,usda-ndb-import,smoked turkey breast,933.0,6.92,2.3,0,,"Jimmy Dean Delights, Hickory Smoked Turkey Breast",16.15,130 g (2 SANDWICHES),0.623,3.85
Madhava,madhava,75.0,0.0,N78314251050,usda-ndb-import,chocolate chip cookie,1569.0,6.25,0.0,0,,Madhava Deliciously Organic Mmm...Chocolate Chip Cookie Mix,6.25,16 g (16 g),0.43799999999999994,43.75
Great Value,great-value,45.65,0.0,N78742007991,usda-ndb-import,hot dog buns,1000.0,4.35,6.5,0,,Great Value Whole Wheat Hot Dog Buns,10.87,46 g (1 BUN),0.37,4.35
Great Value,great-value,63.33,0.0,N78742034140,usda-ndb-import,baked snack crackers,2092.0,26.67,3.3,0,,Great Value Baked Snack Crackers,10.0,30 g (25 CRACKERS),0.7,0.0
Great Value,great-value,79.17,0.0,N78742059716,usda-ndb-import,chewy granola bars,1569.0,6.25,4.2,0,,Great Value 90 Calorie Chewy Granola Bars,4.17,24 g (24 g),0.20800000000000002,29.17
Great Value,great-value,57.14,0.0,N78742074993,usda-ndb-import,chewy granola bars,2033.0,22.86,2.9,0,,"Great Value Chewy Granola Bars, Almond",8.57,35 g (35 g),0.4,28.57
"Daily Chef,  Wal-Mart Stores  Inc.","daily-chef,wal-mart-stores-inc",64.1,0.013000000000000001,N78742081373,usda-ndb-import,peanut butter cups,2146.0,28.21,2.6,0,,"Daily Chef Mini Peanut Butter Cups, Milk Chocolate",5.13,39 g (26 PIECES),0.115,58.97
Great Value,great-value,0.0,0.045,N78742082752,usda-ndb-import,chunk light tuna,372.0,0.0,0.0,0,,Great Value Chunk Light Tuna In Water,19.64,56 g (2 oz),0.321,0.0
"Great Value,  Wal-Mart Stores  Inc.","great-value,wal-mart-stores-inc",75.86,0.0,N78742085593,usda-ndb-import,baked snack crackers,1732.0,10.34,10.3,0,,Great Value Thin Wheat Baked Snack Crackers,6.9,29 g (16 CRACKERS),0.621,17.24
"The Bakery,  Wal-Mart Stores  Inc.","the-bakery,wal-mart-stores-inc",65.79,0.026000000000000002,N78742132761,usda-ndb-import,frosted sugar cookies,1761.0,15.79,0.0,0,,The Bakery Frosted Sugar Cookies,2.63,38 g (1 COOKIE),0.276,42.11
"The Bakery Baked With Pride,  Wal-Mart Stores  Inc.","the-bakery-baked-with-pride,wal-mart-stores-inc",65.79,0.026000000000000002,N78742132785,usda-ndb-import,frosted sugar cookies,1761.0,15.79,0.0,0,,The Bakery Baked With Pride Frosted Sugar Cookies,2.63,38 g (1 COOKIE),0.276,42.11
Great Value,great-value,8.13,0.0,N78742371603,usda-ndb-import,mushroom condensed soup,339.0,4.88,0.0,0,,Great Value Cream Of Mushroom Condensed Soup,0.81,123 g (0.5 cup),0.7070000000000001,0.81
La Sierra,la-sierra,13.04,0.0,N78883240219,usda-ndb-import,refried black beans,510.0,6.09,3.5,0,,La Sierra Refried Black Beans,3.48,115 g (0.5 cup),0.348,0.87
Awrey's,awrey-s,88.89,0.011000000000000001,N79729100575,usda-ndb-import,pancake waffle mix,1858.0,4.44,4.4,0,,Awrey's Pancake & Waffle Mix,11.11,45 g (0.375 cup),0.778,6.67
Cookie Specialties  Inc.,cookie-specialties-inc,60.0,0.006999999999999999,N79746000346,usda-ndb-import,cookies peanut butter,1883.0,21.67,4.0,0,,"Cookie Specialties  Inc. Matt's, Natural Cookies, Peanut Butter, Chocolate Chip",10.0,30 g (10 oz),0.33299999999999996,33.33
Open Nature,open-nature,3.57,0.045,N79893106205,usda-ndb-import,roasted turkey breast,448.0,1.79,0.0,0,,Open Nature 100% Natural Oven Roasted Turkey Breast,17.86,56 g (2 oz),0.9109999999999999,1.79
Open Nature,open-nature,21.05,0.036000000000000004,N79893111087,usda-ndb-import,thin crust pizza,1017.0,12.5,2.0,0,,Open Nature Supreme Multi-Grain Ultra Thin Crust Pizza,12.5,152 g (1 PIZZA),0.638,3.95
Breast O' Chicken,breast-o-chicken,3.57,0.036000000000000004,N80000005984,usda-ndb-import,chunk light tuna,674.0,8.04,3.6,0,,Breast O' Chicken Chunk Light Tuna In Vegetable Oil,17.86,56 g (2 oz),0.33899999999999997,0.0
Starkist,starkist,0.0,0.054000000000000006,N80000016508,usda-ndb-import,chunk light tuna,448.0,0.89,0.0,0,,Starkist Chunk Light Tuna In Water,23.21,56 g (2 oz),0.46399999999999997,
Starkist,starkist,14.62,0.031,N80000484482,usda-ndb-import,chunk light tuna,707.0,6.15,1.5,0,,"Starkist Charlie's Lunch Kit, Chunk Light Tuna Salad In Water",15.38,130 g (4.5 oz),0.446,3.46
Starkist,starkist,14.52,0.032,N80000484499,usda-ndb-import,albacore tuna in,812.0,7.26,,0,,"Starkist Charlie's Lunch Kit, Chunk White Albacore Tuna In Water",16.94,124 g (4.3 oz),0.49200000000000005,3.63
Starkist,starkist,0.0,0.036000000000000004,N80000495648,usda-ndb-import,chunk light tuna,335.0,0.89,,0,,Starkist Chunk Light Tuna,17.86,56 g (2 oz),0.321,
Rice Dream,rice-dream,33.33,0.0,N84253128841,usda-ndb-import,dairy frozen dessert,791.0,6.67,0.0,0,,"Rice Dream Organic Non-Dairy Frozen Dessert, Strawberry",0.0,90 g (0.5 cup),0.094,17.78
Target Stores,target-stores,39.47,0.0,N85239000083,usda-ndb-import,dark chocolate almonds,2314.0,44.74,10.5,0,,Target Stores Dark Chocolate Almonds,10.53,38 g (0.25 cup),0.0,23.68
"Simply Balanced,  Target Stores","simply-balanced,target-stores",13.85,0.0,N85239002698,usda-ndb-import,refried black beans,322.0,0.77,3.1,0,,Simply Balanced Organic Refried Black Beans,3.85,130 g (0.5 cup),0.392,0.77
Target Stores,target-stores,35.71,0.0,N85239004449,usda-ndb-import,whole grain bread,895.0,0.0,7.1,0,,Target Stores Whole Grain Bread,10.71,28 g (1 SLICE),0.321,0.0
Target Stores,target-stores,1.79,0.054000000000000006,N85239013434,usda-ndb-import,smoked turkey breast,372.0,0.0,,0,,Target Stores Hickory Smoked Turkey Breast,19.64,56 g (2 ONZ),0.643,
Target Stores,target-stores,42.5,0.0,N85239080573,usda-ndb-import,dark chocolate almonds,2301.0,42.5,10.0,0,,Target Stores Dark Chocolate Almonds,10.0,40 g (0.25 cup),0.0,30.0
Market Pantry,market-pantry,75.86,0.0,N85239108536,usda-ndb-import,baked snack crackers,1874.0,12.07,6.9,0,,Market Pantry Baked Snack Crackers,6.9,29 g (29 g),0.7929999999999999,13.79
Target Brands  Inc.,target-brands-inc,70.83,0.0,N85239145203,usda-ndb-import,chewy granola bars,1745.0,10.42,4.2,0,,Target Brands  Inc. Chewy Granola Bars,8.33,24 g (24 g),0.146,29.17
"Market Pantry,  Target Stores","market-pantry,target-stores",8.13,0.0,N85239180648,usda-ndb-import,mushroom condensed soup,205.0,1.63,0.0,0,,Market Pantry Cream Of Mushroom Condensed Soup,0.81,123 g (0.5 cup),0.33299999999999996,1.63
"Market Pantry,  Target Stores","market-pantry,target-stores",7.32,0.0,N85239185490,usda-ndb-import,mushroom condensed soup,305.0,4.88,0.0,0,,Market Pantry Cream Of Mushroom Condensed Soup,1.63,123 g (0.5 cup),0.6829999999999999,0.81
Target Stores,target-stores,7.06,0.11199999999999999,N85239342213,usda-ndb-import,italian style meatballs,1427.0,25.88,0.0,0,,Target Stores Italian-Style Meatballs,20.0,85 g (3 MEATBALLS),0.494,1.18
"Simply Balanced,  Target Stores","simply-balanced,target-stores",7.2,0.0,N85239404720,usda-ndb-import,organic pasta sauce,201.0,1.6,0.8,0,,"Simply Balanced Organic Pasta Sauce, Parmesan",2.4,125 g (0.5 cup),0.392,4.8
Simply Balanced,simply-balanced,75.0,0.0,N85239792209,usda-ndb-import,chewy granola bars,1569.0,6.25,4.2,0,,"Simply Balanced Chewy Granola Bars, Apple Berry",4.17,24 g (1 BAR),0.062,33.33
